Unnamed: 0,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,y
1022,5,0,Yes,No,0
1023,3,0,No,Yes,1
1024,9,0,No,Yes,1
1025,4,1,No,No,1
1026,4,0,No,No,0
1027,5,0,Yes,No,0
1028,3,1,No,No,0
1029,3,0,No,No,0
1030,3,1,No,No,0
1031,9,0,No,No,0
1032,3,0,No,No,1
1033,4,0,No,No,0
1034,3,0,Yes,Yes,1
1035,3,0,No,No,0
1036,5,0,No,No,0
1037,7,0,No,No,1
1038,4,0,No,No,1
1039,3,1,No,No,0
1040,3,0,Yes,No,1
1041,2,1,No,No,0
1042,2,0,No,No,0
1043,8,0,No,No,0
1044,6,0,No,Yes,1
1045,4,1,No,No,0
1046,5,1,No,No,0
1047,4,0,No,Yes,1
1048,5,1,No,No,0
1049,7,0,No,No,0
1050,2,1,No,Yes,0
1051,4,0,Yes,Yes,0
1052,7,1,No,No,0
1053,4,0,No,No,1
1054,5,0,No,No,0
1055,5,0,Yes,No,1
1056,4,0,No,No,0
1057,6,1,No,No,0
1058,6,0,Yes,Yes,0
1059,4,0,No,No,0
1060,5,1,No,No,0
1061,3,0,No,No,0
1062,4,0,No,No,0
1063,6,0,No,No,0
1064,5,0,No,No,0
1065,7,1,No,No,0
1066,5,1,No,No,1
1067,4,0,Yes,No,1
1068,4,1,No,No,1
1069,4,1,No,No,0
1070,5,1,No,No,0
1071,8,0,No,No,0
1072,6,0,No,No,0
1073,7,0,No,No,0
1074,5,1,Yes,Yes,0
1075,5,0,Yes,No,0
1076,4,0,No,Yes,1
1077,4,0,No,No,0
1078,3,0,No,No,0
1079,3,0,No,No,0
1080,7,0,No,No,0
1081,5,0,Yes,Yes,1
1082,8,1,No,No,0
1083,8,0,No,No,0
1084,4,0,No,No,0
1085,7,0,No,No,0
1086,3,0,No,No,0
1087,7,1,No,No,0
1088,9,1,No,No,0
1089,3,0,No,No,0
1090,5,1,No,No,0
1091,9,0,Yes,Yes,1
1092,7,0,Yes,Yes,1
1093,5,0,Yes,Yes,1
1094,5,1,No,No,0
1095,9,0,No,No,1
1096,7,1,Yes,Yes,1
1097,8,0,Yes,No,0
1098,6,1,No,No,0
1099,6,0,No,No,1
1100,3,0,No,No,1
1101,4,0,No,No,0
1102,5,1,No,No,0
1103,5,1,No,No,0
1104,5,0,No,No,0
1105,7,0,Yes,Yes,1
1106,4,0,No,No,0
1107,5,0,No,Yes,1
1108,3,0,Yes,No,1
1109,4,1,Yes,Yes,1
1110,4,0,No,Yes,0
1111,3,0,No,No,0
1112,4,0,No,No,0
1113,5,0,No,No,0
1114,3,0,No,Yes,0
1115,2,0,No,No,0
1116,9,0,Yes,No,1
1117,5,1,No,No,0
1118,2,0,Yes,No,0
1119,6,1,No,No,0
1120,4,0,No,No,0
1121,6,1,No,No,1
1122,5,0,Yes,No,1
1123,6,1,Yes,No,1
1124,5,0,Yes,No,0
1125,5,0,No,No,0
1126,4,0,No,No,0
1127,6,0,Yes,No,0
1128,4,0,No,No,0
1129,2,0,Yes,Yes,1
1130,5,0,Yes,No,0
1131,3,0,No,No,0
1132,4,0,No,No,1
1133,3,1,No,No,1
1134,7,0,No,No,1
1135,7,1,No,No,1
1136,6,0,No,No,1
1137,5,0,No,No,0
1138,6,1,Yes,No,0
1139,4,0,No,No,0
1140,4,0,Yes,Yes,0
1141,4,1,No,No,0
1142,6,0,No,No,0
1143,4,0,No,No,0
1144,4,0,No,No,0
1145,5,0,No,No,0
1146,4,0,No,No,0
1147,3,0,Yes,Yes,1
1148,5,0,Yes,No,0
1149,5,0,Yes,Yes,1
1150,3,0,No,No,1
1151,7,0,No,No,1
1152,4,0,No,No,0
1153,6,0,No,No,0
1154,5,1,No,No,0
1155,4,0,Yes,No,1
1156,6,0,No,No,1
1157,5,1,No,No,1
1158,2,0,No,No,0
1159,3,0,No,No,0
1160,3,1,No,No,0
1161,3,0,No,No,1
1162,4,0,No,Yes,1
1163,3,0,No,No,0
1164,6,0,No,Yes,1
1165,2,0,No,No,1
1166,3,0,No,No,0
1167,4,0,No,No,0
1168,3,0,No,No,0
1169,7,0,No,Yes,1
1170,5,0,No,No,0
1171,4,0,No,No,0
1172,4,1,No,No,1
1173,7,0,No,Yes,1
1174,4,1,Yes,No,0
1175,4,1,No,No,0
1176,5,0,No,No,0
1177,2,1,Yes,No,0
1178,4,0,No,No,1
1179,6,0,No,No,0
1180,6,0,No,No,0
1181,3,0,No,No,0
1182,5,0,No,No,0
1183,4,1,No,No,0
1184,4,0,No,No,0
1185,4,0,No,No,0
1186,3,1,No,No,0
1187,6,1,No,No,0
1188,5,0,No,No,0
1189,3,0,No,No,0
1190,3,0,No,No,0
1191,5,1,No,No,0
1192,3,0,No,No,1
1193,3,0,No,No,0
1194,3,0,No,Yes,1
1195,3,0,No,No,0
1196,2,0,No,No,0
1197,5,1,Yes,No,1
1198,4,0,No,No,0
1199,7,1,No,No,0
1200,4,1,No,Yes,1
1201,5,0,Yes,No,0
1202,4,0,No,Yes,1
1203,6,1,No,No,0
1204,3,1,No,No,1
1205,3,0,No,No,0
1206,3,0,No,No,1
1207,6,0,No,No,0
1208,9,0,No,No,0
1209,5,1,Yes,Yes,1
1210,5,0,No,No,1
1211,4,0,Yes,No,1
1212,5,0,No,No,0
1213,2,0,No,Yes,1
1214,2,1,No,No,0
1215,5,0,Yes,No,1
1216,6,0,No,No,1
1217,7,0,No,No,0
1218,7,0,No,No,0
1219,6,0,Yes,No,1
1220,5,0,No,No,0
1221,2,0,No,No,0
1222,3,1,Yes,Yes,0
1223,5,1,No,No,0
1224,7,0,No,Yes,1
1225,3,1,No,No,0
1226,5,0,Yes,Yes,1
1227,7,0,No,No,0
1228,4,1,No,No,0
1229,9,0,No,No,1
1230,6,0,Yes,Yes,1
1231,4,1,Yes,Yes,1
1232,4,1,No,No,0
1233,5,1,No,No,0
1234,4,0,No,No,0
1235,3,0,No,No,0
1236,3,0,No,No,0
1237,7,0,No,Yes,0
1238,6,0,No,No,1
1239,6,1,Yes,Yes,1
1240,5,0,Yes,No,0
1241,8,0,No,No,1
1242,3,1,No,Yes,0
1243,6,1,No,No,1
1244,3,1,No,Yes,0
1245,3,0,No,Yes,1
1246,4,0,No,No,0
1247,7,0,No,No,0
1248,5,0,No,No,0
1249,4,0,No,No,0
1250,7,0,No,No,0
1251,5,1,No,No,1
1252,5,0,No,No,0
1253,3,0,Yes,No,1
1254,8,0,No,No,1
1255,3,0,No,No,0
1256,5,1,No,No,1
1257,5,0,No,No,0
1258,7,1,No,No,1
1259,6,0,No,No,1
1260,4,0,No,No,0
1261,6,1,No,No,1
1262,4,0,No,No,1
1263,7,1,No,No,0
1264,6,0,No,No,0
1265,5,0,No,No,0
1266,8,1,No,Yes,1
1267,3,0,Yes,Yes,1
1268,5,0,No,Yes,1
1269,3,0,No,No,0
1270,3,0,No,No,0
1271,4,1,No,No,1
1272,3,0,No,No,1
1273,4,0,Yes,No,0
1274,3,0,No,No,0
1275,6,0,No,No,0
1276,5,1,No,No,1
1277,2,0,Yes,Yes,1
1278,3,0,No,No,1
1279,5,0,Yes,No,1
1280,4,0,No,Yes,1
1281,4,0,No,No,0
1282,3,0,Yes,Yes,1
1283,2,0,Yes,No,0
1284,5,0,No,No,0
1285,4,0,No,No,0
1286,3,0,No,No,0
1287,4,0,No,No,0
1288,3,0,No,No,0
1289,2,0,No,No,0
1290,5,0,Yes,Yes,1
1291,5,1,Yes,Yes,1
1292,9,1,No,No,0
1293,6,1,No,No,0
1294,4,0,No,No,0
1295,7,1,Yes,No,1
1296,3,0,No,No,0
1297,4,0,No,No,0
1298,2,1,No,No,1
1299,6,1,No,No,0
1300,6,0,No,No,0
1301,3,0,No,No,0
1302,3,0,No,No,1
1303,5,0,No,No,0
1304,5,0,No,No,1
1305,5,0,No,No,1
1306,5,1,No,No,0
1307,3,0,No,No,0
1308,7,1,No,No,0
1309,4,0,No,Yes,1
1310,6,0,No,No,1
1311,3,0,No,No,1
1312,5,0,No,No,0
1313,7,0,No,No,0
1314,6,0,No,Yes,1
1315,3,0,No,No,0
1316,3,0,No,Yes,1
1317,4,0,Yes,No,1
1318,3,1,No,Yes,1
1319,6,0,Yes,No,0
1320,3,0,Yes,Yes,1
1321,7,0,No,No,0
1322,6,0,No,No,1
1323,5,0,No,No,0
1324,9,1,No,No,1
1325,4,0,No,No,1
1326,5,0,No,No,0
1327,4,0,Yes,No,0
1328,2,0,Yes,No,0
1329,4,0,No,Yes,1
1330,4,0,No,No,0
1331,5,0,No,No,1
1332,4,0,No,No,0
1333,5,0,No,No,0
1334,3,0,No,Yes,1
1335,5,1,Yes,No,0
1336,3,0,No,No,0
1337,4,0,No,No,0
1338,4,0,Yes,Yes,1
1339,5,0,Yes,Yes,1
1340,4,1,No,No,1
1341,3,0,No,No,0
1342,3,0,No,Yes,1
1343,5,1,Yes,Yes,1
1344,3,0,Yes,No,1
1345,2,1,No,No,0
1346,4,0,No,No,0
1347,3,0,No,No,0
1348,4,0,No,No,0
1349,3,0,No,Yes,1
1350,3,1,No,No,1
1351,4,0,No,No,0
1352,5,0,No,No,0
1353,2,0,No,No,0
1354,9,1,No,Yes,1
1355,6,0,Yes,No,1
1356,3,0,Yes,Yes,0
1357,7,0,No,No,0
1358,4,0,Yes,Yes,1
1359,9,0,Yes,No,1
1360,2,0,No,No,0
1361,4,0,No,Yes,1
1362,2,1,No,No,1
1363,7,0,No,No,0
1364,6,1,No,No,0
1365,3,0,Yes,No,0
1366,2,0,No,No,0
1367,5,0,No,No,1
1368,6,0,No,Yes,1
1369,4,0,Yes,No,0
1370,6,0,No,No,0
1371,4,0,No,No,1
1372,5,1,No,No,1
1373,4,0,Yes,No,0
1374,6,1,No,No,0
1375,5,0,Yes,Yes,1
1376,3,1,No,No,0
1377,3,0,Yes,Yes,1
1378,2,1,No,No,0
1379,3,0,Yes,No,0
1380,5,1,No,No,1
1381,4,1,No,Yes,1
1382,4,0,No,Yes,1
1383,2,1,No,Yes,1
1384,4,0,Yes,No,0
1385,4,0,No,No,0
1386,4,0,No,No,0
1387,6,1,No,No,1
1388,5,1,No,No,0
1389,6,0,No,No,1
1390,5,0,No,No,0
1391,4,1,No,Yes,0
1392,2,0,No,No,1
1393,4,0,Yes,Yes,0
1394,3,1,No,No,0
1395,2,1,No,No,0
1396,5,1,No,No,0
1397,9,1,No,Yes,0
1398,3,0,Yes,Yes,1
1399,3,1,No,No,0
1400,6,1,Yes,No,0
1401,3,0,No,No,0
1402,4,1,No,No,0
1403,2,0,No,No,1
1404,6,0,No,No,1
1405,8,0,No,No,0
1406,4,0,No,No,0
1407,4,0,No,No,0
1408,7,0,No,No,1
1409,3,0,No,No,1
1410,8,0,No,No,0
1411,3,1,No,No,1
1412,4,1,No,No,1
1413,6,0,No,No,0
1414,3,0,No,No,0
1415,3,1,No,No,1
1416,6,1,No,No,0
1417,5,0,No,No,0
1418,4,0,No,No,1
1419,5,0,No,No,0
1420,3,0,No,No,0
1421,3,1,Yes,Yes,1
1422,4,0,Yes,No,0
1423,8,0,No,No,0
1424,9,0,No,No,0
1425,4,0,No,No,0
1426,6,1,No,No,0
1427,6,0,No,No,1
1428,7,0,No,No,1
1429,3,0,No,No,1
1430,6,0,No,Yes,1
1431,6,0,No,No,1
1432,3,0,No,No,1
1433,4,0,No,Yes,1
1434,3,0,Yes,No,0
1435,4,0,No,No,1
1436,5,0,No,No,0
1437,7,0,No,No,1
1438,3,0,Yes,No,0
1439,7,1,No,No,1
1440,5,0,No,No,0
1441,4,0,No,No,0
1442,2,0,No,No,0
1443,7,1,No,No,1
1444,6,0,No,No,0
1445,4,1,No,No,0
1446,5,0,No,No,1
1447,3,1,No,No,0
1448,4,1,No,No,0
1449,4,1,No,No,0
1450,7,0,No,No,1
1451,4,1,No,No,0
1452,3,0,No,Yes,1
1453,3,1,No,No,0
1454,7,1,No,No,0
1455,4,0,No,No,1
1456,3,0,Yes,No,1
1457,3,0,No,No,1
1458,4,0,No,No,0
1459,5,1,Yes,Yes,1
1460,4,0,No,No,0
1461,8,0,No,No,0
1462,3,1,No,No,0
1463,6,0,No,No,0
1464,3,0,No,No,0
1465,2,1,No,No,0
1466,7,0,No,No,0
1467,5,1,Yes,No,0
1468,6,1,No,No,0
1469,6,0,No,No,0
1470,4,0,No,No,0
1471,3,0,No,No,1
1472,5,0,No,No,0
1473,6,0,No,No,0
1474,5,1,No,No,0
1475,4,0,No,No,0
1476,6,0,No,No,1
1477,5,0,No,No,0
1478,4,1,No,No,0
1479,7,0,No,Yes,1
1480,4,0,Yes,No,0
1481,6,0,No,No,1
1482,4,0,No,Yes,0
1483,3,1,No,No,0
1484,4,1,No,No,0
1485,4,0,No,No,0
1486,5,0,No,No,0
1487,3,0,No,No,0
1488,4,0,No,No,0
1489,4,0,No,Yes,1
1490,5,0,No,No,0
1491,7,1,Yes,Yes,1
1492,6,0,No,No,0
1493,6,1,No,No,0
1494,6,0,No,No,1
1495,4,0,No,No,1
1496,4,0,No,No,0
1497,6,0,No,No,1
1498,4,0,No,No,0
1499,3,0,No,No,0
1500,3,0,No,Yes,1
1501,4,0,No,No,0
1502,6,1,No,No,0
1503,4,0,No,No,0
1504,2,0,No,No,0
1505,4,0,No,No,0
1506,6,1,No,No,0
1507,5,0,No,No,0
1508,5,0,Yes,Yes,1
1509,4,1,No,No,0
1510,3,0,No,No,0
1511,5,0,No,No,0
1512,3,0,No,No,0
1513,5,0,Yes,Yes,1
1514,6,1,No,No,1
1515,3,1,No,No,0
1516,2,0,No,No,0
1517,4,1,No,Yes,1
1518,6,0,No,No,1
1519,6,0,No,No,1
1520,4,1,No,No,0
1521,5,0,No,Yes,1
1522,3,0,No,No,0
1523,5,0,No,No,0
1524,3,0,No,No,0
1525,4,0,No,No,0
1526,5,1,No,No,1
1527,5,0,No,No,1
1528,2,0,No,No,0
1529,4,0,No,No,1
1530,5,0,No,No,0
1531,5,0,No,No,0
1532,5,0,No,No,0
1533,8,0,No,No,1
1534,6,0,No,No,1
1535,5,0,Yes,No,1
1536,7,1,No,No,0
1537,4,0,No,No,1
1538,5,0,No,No,0
1539,7,1,Yes,No,1
1540,4,0,No,No,0
1541,4,0,No,No,0
1542,3,0,No,No,0
1543,4,0,No,No,0
1544,8,0,No,No,0
1545,3,0,Yes,Yes,1
1546,2,1,No,No,0
1547,4,1,Yes,Yes,1
1548,3,0,No,No,0
1549,4,1,No,No,0
1550,7,0,No,No,0
1551,6,0,No,No,0
1552,2,0,No,No,1
1553,3,0,Yes,Yes,1
1554,5,0,Yes,No,0
1555,9,1,No,Yes,1
1556,6,0,Yes,Yes,1
1557,7,0,No,No,0
1558,5,0,No,No,0
1559,3,1,No,No,0
1560,4,0,No,No,0
1561,7,0,No,No,0
1562,4,0,No,No,1
1563,7,0,No,No,0
1564,5,0,No,No,0
1565,2,0,No,No,0
1566,3,1,Yes,Yes,1
1567,5,0,Yes,Yes,1
1568,5,0,No,Yes,0
1569,5,0,No,No,0
1570,5,0,No,Yes,0
1571,6,0,Yes,Yes,1
1572,5,0,Yes,No,0
1573,4,1,No,No,0
1574,7,0,No,No,0
1575,3,0,No,No,0
1576,4,0,No,No,1
1577,4,0,No,No,0
1578,6,1,No,No,0
1579,3,1,Yes,No,0
1580,5,1,Yes,No,0
1581,6,0,No,No,1
1582,4,0,No,No,0
1583,6,0,No,No,0
1584,3,0,No,No,0
1585,2,1,Yes,No,1
1586,4,0,Yes,Yes,1
1587,3,0,No,No,0
1588,5,1,Yes,No,0
1589,4,0,Yes,Yes,1
1590,5,0,Yes,No,0
1591,3,0,No,No,0
1592,5,0,Yes,No,1
1593,8,0,No,No,0
1594,5,1,No,Yes,1
1595,5,0,No,No,0
1596,3,0,No,No,0
1597,6,0,No,No,0
1598,5,1,No,No,0
1599,3,0,No,No,0
1600,7,0,No,No,1
1601,4,1,No,No,0
1602,5,0,No,No,0
1603,6,0,No,No,0
1604,7,0,No,No,0
1605,4,0,No,No,0
1606,2,0,No,No,0
1607,8,1,No,No,1
1608,6,0,Yes,Yes,1
1609,3,1,No,No,0
1610,5,0,Yes,No,0
1611,6,1,No,Yes,1
1612,6,0,No,Yes,1
1613,4,0,Yes,No,0
1614,4,0,No,No,1
1615,5,0,No,No,0
1616,2,0,No,No,1
1617,7,1,No,No,0
1618,4,0,No,No,0
1619,6,0,No,No,0
1620,4,1,No,No,0
1621,4,1,No,No,0
1622,9,0,No,No,1
1623,3,0,No,Yes,1
1624,6,1,No,No,1
1625,3,1,No,No,1
1626,3,0,No,No,0
1627,3,0,No,No,1
1628,4,1,No,No,0
1629,5,0,Yes,No,0
1630,4,1,No,No,1
1631,3,0,No,No,0
1632,7,0,No,No,0
1633,3,0,Yes,No,0
1634,5,0,No,No,0
1635,5,0,No,No,0
1636,4,0,Yes,Yes,0
1637,5,0,No,Yes,1
1638,4,0,No,No,1
1639,4,0,Yes,No,1
1640,6,0,No,No,0
1641,4,0,No,No,0
1642,7,0,No,No,0
1643,9,0,No,No,0
1644,7,0,No,No,1
1645,3,0,Yes,No,0
1646,3,1,No,No,1
1647,5,1,Yes,No,0
1648,5,0,No,No,0
1649,4,1,No,No,0
1650,4,1,Yes,No,1
1651,3,0,Yes,Yes,1
1652,7,1,Yes,No,1
1653,5,1,No,No,1
1654,5,1,Yes,Yes,1
1655,7,1,No,No,0
1656,3,0,No,No,0
1657,4,0,No,No,0
1658,6,0,No,Yes,0
1659,3,0,No,No,0
1660,5,0,No,No,1
1661,4,0,No,No,0
1662,6,0,Yes,No,0
1663,3,0,No,No,0
1664,4,0,Yes,No,0
1665,5,0,No,No,0
1666,6,0,No,No,1
1667,5,0,No,No,0
1668,9,0,No,No,0
1669,5,1,No,No,1
1670,8,1,No,No,1
1671,8,0,No,Yes,1
1672,5,0,No,Yes,1
1673,3,0,No,No,0
1674,3,0,Yes,No,0
1675,7,1,No,No,1
1676,7,0,No,No,1
1677,3,1,No,No,0
1678,7,0,Yes,Yes,1
1679,4,0,No,No,0
1680,8,0,No,No,0
1681,7,0,No,No,0
1682,3,0,No,No,0
1683,4,0,Yes,No,0
1684,6,1,No,Yes,1
1685,5,1,Yes,No,0
1686,6,0,No,Yes,0
1687,4,1,No,No,0
1688,8,0,No,No,0
1689,5,0,No,No,0
1690,6,1,No,Yes,1
1691,5,0,No,Yes,1
1692,6,0,Yes,No,0
1693,2,0,Yes,No,1
1694,5,0,No,No,0
1695,5,0,No,No,0
1696,2,1,No,No,0
1697,5,0,No,No,0
1698,4,0,No,No,0
1699,3,0,No,No,1
1700,6,1,No,No,0
1701,6,0,No,No,0
1702,2,0,No,No,0
1703,5,1,No,No,0
1704,3,1,No,Yes,0
1705,8,0,No,No,0
1706,6,0,No,No,0
1707,4,0,No,No,0
1708,3,1,No,No,1
1709,6,1,No,No,0
1710,4,0,No,Yes,1
1711,4,0,No,No,0
1712,4,0,No,Yes,1
1713,4,0,No,No,0
1714,2,0,No,No,0
1715,6,1,No,No,0
1716,3,0,No,No,0
1717,5,1,Yes,Yes,1
1718,3,0,No,No,1
1719,3,0,Yes,No,1
1720,2,0,No,No,0
1721,2,1,Yes,Yes,1
1722,3,1,Yes,Yes,1
1723,6,0,Yes,No,0
1724,4,0,Yes,No,1
1725,3,0,No,No,0
1726,6,0,Yes,Yes,1
1727,4,0,No,No,0
1728,6,0,No,No,0
1729,7,0,No,No,1
1730,4,0,No,No,0
1731,5,0,No,No,0
1732,3,0,No,Yes,0
1733,5,0,No,No,0
1734,4,1,No,No,0
1735,6,0,No,No,0
1736,8,1,No,No,1
1737,7,0,No,No,0
1738,8,0,Yes,No,0
1739,2,0,No,No,0
1740,7,0,No,No,0
1741,3,0,No,No,0
1742,3,0,No,No,0
1743,4,0,No,No,1
1744,6,1,No,No,0
1745,4,0,No,Yes,0
1746,2,0,No,No,0
1747,5,0,Yes,Yes,1
1748,4,0,Yes,No,0
1749,4,1,No,Yes,0
1750,5,0,No,No,0
1751,5,0,No,No,0
1752,5,1,No,No,0
1753,7,0,No,No,1
1754,4,1,Yes,Yes,1
1755,5,1,No,No,0
1756,3,0,No,No,1
1757,7,0,No,No,0
1758,6,0,No,No,0
1759,2,0,Yes,No,0
1760,3,0,Yes,Yes,1
1761,7,1,No,No,0
1762,5,1,Yes,No,0
1763,3,0,No,No,0
1764,5,0,Yes,No,0
1765,6,1,No,No,1
1766,4,0,No,No,0
1767,4,0,No,No,1
1768,3,0,No,No,0
1769,5,0,No,No,0
1770,4,1,No,No,0
1771,4,0,No,Yes,1
1772,8,0,Yes,No,0
1773,4,0,No,No,0
1774,5,0,No,No,0
1775,8,0,No,No,1
1776,4,0,No,No,0
1777,4,1,Yes,No,0
1778,4,0,Yes,No,0
1779,6,0,Yes,No,1
1780,3,0,Yes,No,0
1781,5,1,No,No,0
1782,4,0,No,No,0
1783,9,0,No,No,1
1784,4,0,No,No,1
1785,2,0,No,Yes,0
1786,4,0,No,No,0
1787,5,0,No,No,0
1788,3,0,No,No,0
1789,3,1,No,No,0
1790,4,0,No,No,0
1791,5,0,No,No,0
1792,3,0,Yes,Yes,1
1793,3,0,Yes,Yes,1
1794,5,0,Yes,Yes,1
1795,4,0,No,No,0
1796,3,0,No,No,0
1797,3,1,No,No,0
1798,3,0,Yes,No,1
1799,3,0,Yes,Yes,1
1800,3,1,No,No,0
1801,4,0,No,No,0
1802,6,0,No,No,0
1803,5,0,No,Yes,1
1804,5,0,No,No,0
1805,4,0,No,No,0
1806,4,0,No,No,1
1807,3,0,No,No,0
1808,4,1,No,No,0
1809,6,1,No,No,0
1810,4,0,No,No,0
1811,8,0,No,No,0
1812,6,0,No,Yes,0
1813,4,0,No,Yes,1
1814,5,0,Yes,No,1
1815,3,1,No,No,1
1816,3,0,Yes,No,0
1817,7,0,Yes,No,1
1818,8,0,No,No,0
1819,3,0,No,Yes,1
1820,5,0,No,No,0
1821,5,1,No,Yes,1
1822,5,0,No,No,0
1823,6,0,Yes,No,1
1824,4,1,Yes,No,0
1825,6,0,No,No,0
1826,6,0,No,No,0
1827,5,1,Yes,No,1
1828,3,0,No,No,0
1829,4,1,No,Yes,1
1830,6,0,Yes,No,1
1831,4,1,No,No,0
1832,5,0,No,No,0
1833,5,0,No,No,0
1834,4,0,Yes,No,0
1835,5,0,No,No,0
1836,4,0,No,No,0
1837,5,0,No,Yes,0
1838,4,1,No,Yes,0
1839,3,0,No,Yes,0
1840,8,0,No,No,0
1841,3,0,No,Yes,0
1842,4,1,Yes,No,0
1843,4,0,No,No,0
1844,5,1,No,No,0
1845,5,0,No,No,0
1846,4,0,No,No,0
1847,3,0,No,No,1
1848,7,1,No,No,0
1849,7,0,No,No,0
1850,5,0,No,No,0
1851,6,0,No,No,1
1852,6,1,No,No,0
1853,5,0,No,No,0
1854,5,0,Yes,No,1
1855,4,0,Yes,No,1
1856,3,0,Yes,No,0
1857,4,0,No,No,0
1858,3,1,No,No,1
1859,3,1,No,No,0
1860,8,0,No,No,0
1861,5,0,Yes,No,0
1862,5,0,No,No,0
1863,5,0,No,No,0
1864,6,1,No,No,1
1865,6,0,No,Yes,1
1866,7,1,No,No,0
1867,5,0,No,No,1
1868,5,0,No,Yes,1
1869,2,0,Yes,Yes,1
1870,3,0,Yes,No,1
1871,4,0,Yes,Yes,1
1872,7,0,No,No,0
1873,3,0,No,No,0
1874,3,0,No,No,0
1875,5,0,No,Yes,1
1876,4,1,Yes,Yes,1
1877,7,0,Yes,No,0
1878,4,0,No,No,1
1879,2,0,No,No,0
1880,4,1,No,No,1
1881,4,0,No,No,1
1882,9,1,No,Yes,1
1883,4,0,No,No,0
1884,4,0,No,No,1
1885,3,0,No,No,0
1886,6,0,No,No,0
1887,5,0,No,No,0
1888,5,1,No,No,0
1889,6,0,No,No,0
1890,5,0,No,No,0
1891,7,1,No,No,1
1892,5,0,No,No,0
1893,4,1,No,No,0
1894,4,1,No,No,0
1895,3,0,No,No,0
1896,3,0,No,Yes,1
1897,4,0,Yes,No,1
1898,4,1,Yes,No,0
1899,4,1,No,No,0
1900,3,1,No,No,0
1901,4,1,No,No,0
1902,2,0,No,No,0
1903,4,0,No,Yes,1
1904,7,0,Yes,No,0
1905,4,1,Yes,No,0
1906,6,0,Yes,Yes,1
1907,5,0,Yes,No,1
1908,4,0,No,No,0
1909,4,1,No,No,0
1910,7,0,No,No,0
1911,6,1,Yes,No,1
1912,4,0,No,No,0
1913,5,0,No,No,0
1914,6,0,No,No,0
1915,5,0,No,No,0
1916,6,1,No,No,0
1917,4,0,No,No,1
1918,3,0,No,Yes,1
1919,6,0,No,No,0
1920,5,0,No,No,0
1921,5,0,No,No,0
1922,4,0,No,No,0
1923,3,0,No,No,0
1924,3,1,No,No,0
1925,5,0,No,No,0
1926,5,0,No,Yes,1
1927,4,0,No,No,1
1928,7,0,Yes,Yes,1
1929,7,1,No,No,1
1930,7,0,No,No,0
1931,4,1,No,No,0
1932,4,1,No,No,0
1933,4,1,Yes,No,0
1934,3,1,Yes,Yes,0
1935,6,0,Yes,No,0
1936,7,0,Yes,Yes,1
1937,5,0,Yes,Yes,0
1938,4,0,No,Yes,0
1939,8,0,No,No,0
1940,5,0,Yes,Yes,0
1941,3,0,No,No,1
1942,5,0,No,No,0
1943,2,0,No,No,0
1944,4,1,Yes,Yes,1
1945,4,1,No,Yes,1
1946,7,0,Yes,Yes,1
1947,2,0,Yes,No,0
1948,6,0,Yes,No,1
1949,6,0,No,No,1
1950,6,0,No,Yes,0
1951,4,0,No,No,0
1952,4,0,Yes,Yes,1
1953,7,0,No,No,1
1954,6,1,No,No,0
1955,4,0,No,No,0
1956,3,1,No,Yes,1
1957,7,0,No,No,0
1958,3,1,No,No,0
1959,6,0,No,No,0
1960,6,0,No,No,1
1961,3,0,No,No,0
1962,7,0,No,No,0
1963,4,0,No,No,1
1964,4,0,No,No,0
1965,3,0,No,No,1
1966,3,0,Yes,No,0
1967,3,1,No,No,0
1968,5,1,No,No,0
1969,4,1,No,No,0
1970,4,0,No,No,1
1971,5,0,No,No,0
1972,5,1,No,No,0
1973,3,0,No,Yes,1
1974,6,0,Yes,No,0
1975,9,0,No,Yes,1
1976,6,0,No,No,0
1977,6,0,No,Yes,1
1978,5,0,No,No,1
1979,4,1,No,No,0
1980,5,1,No,No,0
1981,3,0,No,No,1
1982,4,0,Yes,Yes,1
1983,5,1,No,Yes,0
1984,6,1,No,No,0
1985,6,0,Yes,Yes,1
1986,4,0,No,No,0
